Escala,Buque,Estado,Llegada,Salida,Puerto de escala,UN/LOCODE,Terminal,Consignatario buque,Línea regular
1202105204,CMA CGM SCANDOLA,Prevista,2459566.0,2459567.583333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Prevista,2459567.5416666665,2459569.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Prevista,2459569.208333333,2459570.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Autorizada,2459569.208333333,2459570.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Prevista,2459570.208333333,2459571.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Autorizada,2459570.208333333,2459571.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Autorizada,2459570.698611111,2459571.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Operando,2459570.698611111,2459571.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105204,CMA CGM SCANDOLA,Finalizada,2459570.698611111,2459573.265972222,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459571.75,2459573.333333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459576.5,2459578.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459576.958333333,2459578.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459577.0416666665,2459578.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459577.0,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459577.5,2459578.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Prevista,2459577.5,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Autorizada,2459577.5,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Autorizada,2459577.5625,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Autorizada,2459577.795138889,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Operando,2459577.795138889,2459580.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105438,APL TEMASEK,Finalizada,2459577.795138889,2459580.3819444445,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105570,CAROLINA STAR,Prevista,2459564.458333333,2459565.458333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105570,CAROLINA STAR,Autorizada,2459564.458333333,2459565.458333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105570,CAROLINA STAR,Operando,2459564.724305556,2459565.458333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105570,CAROLINA STAR,Finalizada,2459564.724305556,2459565.75,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Prevista,2459567.208333333,2459568.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Prevista,2459567.75,2459568.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Prevista,2459567.7916666665,2459569.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Prevista,2459568.5416666665,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Autorizada,2459568.5416666665,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Autorizada,2459568.5569444443,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Operando,2459568.5569444443,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105571,KRISTINA,Finalizada,2459568.5569444443,2459571.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",CMA-CGM - MEDCARIBE
1202105589,CSCL JUPITER,Prevista,2459563.4166666665,2459564.9166666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105589,CSCL JUPITER,Prevista,2459563.833333333,2459566.9166666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105589,CSCL JUPITER,Autorizada,2459563.833333333,2459566.9166666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105589,CSCL JUPITER,Autorizada,2459563.872916667,2459566.9166666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105589,CSCL JUPITER,Operando,2459563.872916667,2459566.9166666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105589,CSCL JUPITER,Finalizada,2459563.872916667,2459567.7916666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Prevista,2459571.708333333,2459573.1666666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Prevista,2459569.708333333,2459571.1666666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Prevista,2459572.25,2459573.6666666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Prevista,2459572.25,2459576.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Autorizada,2459572.25,2459576.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Autorizada,2459572.261111111,2459576.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Operando,2459572.261111111,2459576.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105590,COSCO GLORY,Finalizada,2459572.261111111,2459577.570138889,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,COSCO SHIPPING LINES (SP) S.A.,AEM1/MD2 (Cosco Shipping Lines)
1202105685,CMA CGM GOYA,Prevista,2459566.75,2459567.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Prevista,2459567.75,2459568.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Prevista,2459568.9166666665,2459569.7916666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Autorizada,2459568.9166666665,2459569.7916666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Autorizada,2459569.4944444443,2459569.7916666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Operando,2459569.4944444443,2459569.7916666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105685,CMA CGM GOYA,Finalizada,2459569.4944444443,2459570.423611111,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",POME 2
1202105783,CMA CGM TENERE,Prevista,2459592.0,2459593.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Prevista,2459589.0,2459590.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Prevista,2459591.75,2459592.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Prevista,2459592.75,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Prevista,2459593.0416666665,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Prevista,2459593.0,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Autorizada,2459593.0,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Autorizada,2459592.986111111,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Operando,2459592.986111111,2459594.083333333,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105783,CMA CGM TENERE,Finalizada,2459592.986111111,2459595.1666666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105786,GH MAESTRO,Prevista,2459568.75,2459570.0,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Prevista,2459566.75,2459567.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Prevista,2459566.458333333,2459567.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Prevista,2459566.6666666665,2459568.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Autorizada,2459566.6666666665,2459568.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Autorizada,2459566.545138889,2459568.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Operando,2459566.545138889,2459568.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105786,GH MAESTRO,Finalizada,2459566.545138889,2459569.01875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",EURAF4 - CMA
1202105787,APL PHOENIX,Prevista,2459587.5006944444,2459588.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459586.208333333,2459587.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459586.208333333,2459587.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459586.5,2459588.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459586.5416666665,2459591.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459586.5416666665,2459591.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459586.5416666665,2459589.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459587.5416666665,2459590.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Prevista,2459587.3125,2459589.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459587.3125,2459589.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459587.5416666665,2459588.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459587.5416666665,2459589.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Autorizada,2459587.777083333,2459589.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Operando,2459587.777083333,2459589.875,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105787,APL PHOENIX,Finalizada,2459587.777083333,2459589.465277778,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",AUSTRALIA EXPRESS (CMA-CGM)
1202105793,REPUBBLICA ARGENTINA,Prevista,2459570.75,2459571.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Prevista,2459571.4166666665,2459572.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Prevista,2459571.4166666665,2459573.375,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Prevista,2459571.7916666665,2459572.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Autorizada,2459571.7916666665,2459572.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Autorizada,2459571.6569444444,2459572.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Operando,2459571.6569444444,2459572.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Operando,2459571.6569444444,2459575.833333333,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Operando,2459571.6569444444,2459577.270833333,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Operando,2459571.6569444444,2459577.4375,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105793,REPUBBLICA ARGENTINA,Finalizada,2459571.6569444444,2459577.505555556,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105795,GRANDE CAMEROON,Prevista,2459563.7916666665,2459565.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105795,GRANDE CAMEROON,Autorizada,2459563.7916666665,2459565.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105795,GRANDE CAMEROON,Operando,2459563.810416667,2459565.625,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105795,GRANDE CAMEROON,Finalizada,2459563.810416667,2459565.857638889,VALENCIA,ESVLC,"VALENCIA TERMINAL EUROPA, S.A.",GRIMALDI LOGISTICA ESPAÑA S.L.,GRIMALDI - MED WAF
1202105797,MILANO BRIDGE,Prevista,2459575.25,2459578.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Prevista,2459582.958333333,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Prevista,2459583.208333333,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Prevista,2459583.0416666665,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Autorizada,2459583.0416666665,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Autorizada,2459583.027083333,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Operando,2459583.027083333,2459586.375,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105797,MILANO BRIDGE,Finalizada,2459583.027083333,2459587.951388889,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","BERGE MARITIMA, S.L.U",ONE - MD1 ALLIANCE
1202105800,CMA CGM HOPE,Prevista,2459563.208333333,2459565.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Prevista,2459563.708333333,2459566.0416666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Prevista,2459563.6666666665,2459566.0416666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Autorizada,2459563.6666666665,2459566.0416666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Operando,2459563.747916667,2459566.0416666665,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Operando,2459563.747916667,2459565.625,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105800,CMA CGM HOPE,Finalizada,2459563.747916667,2459565.9944444443,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"CMA CGM IBERICA,S.A.",MEX I 03 (CMA-CGM)
1202105826,BREMEN EXPRESS,Prevista,2459565.25,2459566.375,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Prevista,2459567.0,2459568.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Prevista,2459568.25,2459569.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Autorizada,2459568.25,2459569.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Autorizada,2459568.390277778,2459569.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Autorizada,2459568.390277778,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Operando,2459568.390277778,2459570.125,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105826,BREMEN EXPRESS,Finalizada,2459568.390277778,2459570.777777778,VALENCIA,ESVLC,CSP IBERIAN VALENCIA TMNAL SAU,"HAPAG-LLOYD SPAIN, S.L.",HAPAG - AL6
1202105830,HONG KONG EXPRESS,Prevista,2459564.208333333,2459565.625,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","HAPAG-LLOYD SPAIN, S.L.",HAPAG - MD1 ALLIANCE
1202105830,HONG KONG EXPRESS,Prevista,2459564.1666666665,2459566.958333333,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","HAPAG-LLOYD SPAIN, S.L.",HAPAG - MD1 ALLIANCE
1202105830,HONG KONG EXPRESS,Autorizada,2459564.083333333,2459566.958333333,VALENCIA,ESVLC,"APM TERMINALS VALENCIA, S.A.","HAPAG-LLOYD SPAIN, S.L.",HAPAG - MD1 ALLIANCE
